number,title,medium,contact_info,legal_info,private,creation_date,size,series,description,percent_for_art,displayed
,"Ecoysmos","Port Orford cedar carving","second-third floor knuckle, near room 260",,"Public",1999,,,,TRUE,FALSE
,"The Wheel of Time","Port Orford Cedar","central stairwell between second and third floors, near room 223",,"Public",1999,,,,TRUE,FALSE
,"Jory","paper/forest duff","second floor knuckle",,"Public",1999,,,,TRUE,FALSE
,"Yosemite Valley","gelatin silver print","MU East, Craft Center stairwell",,"Public","late 1970s",,,,FALSE,FALSE
30,"Ile Gorie","oil on canvas","second floor, near computer help desk",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Hummingbirds","photograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Mossy Waterfall","photograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Barn Owl","photograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Hawk","photograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Old Barn","photograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"St. Helens","photograph","first floor, room A152",,"missing",,,,,FALSE,TRUE
,"My Thoughts on Paper, Magnified Under a Microscope","digital photography","second floor, Dean's Office suite (room 207)","Recipient of College of Liberal Arts Dean's Purchase Award 2005","Please ask at the desk to view this piece.",2005,,"College of Liberal Arts Dean's Purchase Award",,FALSE,FALSE
,"Genesis of Pharmacy","mural","first floor, left wall at main entrance","From plaque that accompanies the piece: ""Presented to the College of Pharmacy October 23, 2004. A collaborative project by: OSU Facilities Services, OSU Art Department, College of Pharmacy mural committee, Miller Paint Company. Artist: Kim Smith class of 2005 and Emidio Lopez class of 2006"" According to Patty Beaumont, assistant to the dean of the college of pharmacy, the murals were commissioned by the former dean of the college and completed by two art students. They depict ""Pharmacy Then Versus Pharmacy Now.""","Public",,,,,FALSE,FALSE
,"Touching Lives","mural","first floor, right wall at main entrance","From plaque that accompanies the piece: ""Presented to the College of Pharmacy October 23, 2004. A collaborative project by: OSU Facilities Services, OSU Art Department, College of Pharmacy mural committee, Miller Paint Company. Artist: Kim Smith class of 2005 and Emidio Lopez class of 2006"" According to Patty Beaumont, assistant to the dean of the college of pharmacy, the murals were commissioned by the former dean of the college and completed by two art students. They depict ""Pharmacy Then Versus Pharmacy Now.""","Public",,,,,FALSE,FALSE
106,"Crease","gobelin tapestry","fifth floor, left wall upon entering SCARC",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's Seams & Fissures collection","Socolofsky has said that the Seams & Fissures collection of three tapestries and of which this piece is part “maps narratives surrounding socially unaccepted behavior and displacement...Each tapestry [in the collection] personifies an aspect of our humanness. Crease is about the hands; about the hand-made vs. the machine-made. In essence, it is about being a tapestry maker at the end of the 20th century.”",TRUE,FALSE
,"Memorial Union","watercolor on paper","first floor, room 112, info desk",,"Public",1927,,,,FALSE,FALSE
,"Landscape",,"sixth floor, east side",,"Please ask at the front desk to view this piece.",1979,,,,FALSE,FALSE
18,"Marquesian Memory","acrylic on canvas/wood","second floor, west, near copy center",,"Public",,,"part of The Valley Library's Northwest Art Collection","Sonniksen painted this piece after a sailing expedition in the South Pacific. “During the exploration of the Marquesian Islands,” he has said, “I discovered the grave of artist Paul Gauguin on the island of Hiva Oa. This painting is my homage to Gauguin's art and his commitment to nature.”",TRUE,FALSE
,"The Guardian","copperwork","outside",,,,,,,TRUE,FALSE
,"Prehistoric Fish","wood carving","first floor, room A143 (conference room)",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"Alice Biddle; The Quest","bronze sculpture","outside",,,,,,,TRUE,FALSE
,"Owl One","lithograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece",,,,,FALSE,TRUE
,"Metolius Melt","lithograph","first floor, room 119 (wood science)",,"Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Quarterstaff","monotype","sixth floor, west side",,"Please contact Kelly Anderton (Kelly.Anderton@oregonstate.edu or 541-737-2111) to make an appointment to view this piece.",2002,,"Provost's Purchase Award",,FALSE,FALSE
118,"Estuary at Gearhart","pastel on paper","sixth floor, east, in reading room",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Joy Selig","sculpture","outside Gladys Valley Gymnastics Center",,,,,,,TRUE,FALSE
,"Untitled","sculpture, ceramic art","second floor","From plaque that accompanies the piece: ""A set of eight ceramic portals depicting the allegorical faces of leisure and recreation""","Public",1992,,,,TRUE,FALSE
16,"A Private Integrity","acrylic on handmade paper","second floor, near main elevators",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
17,"Dialogue","acrylic on handmade paper","second floor, west, near copy center",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Peru #1","oil pastel rubbing","second floor, upper concourse",,"Public","1960s",,,,FALSE,FALSE
9,"Alice's Stray Hair","acrylic painting","first floor, near Java II",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Night","walnut carving","second floor, room 256 (communications)",,"missing",,,,,FALSE,TRUE
,"Major Allworth Bust","bronze cast","first floor, MU Lounge",,"Public",1963,,,,FALSE,FALSE
,"When the Saints go Marching By","welded steel","first floor, MU Lounge balcony",,"Public",1971,,,,FALSE,FALSE
,"A. L. Strand","bronze cast","first floor, MU Lounge",,"Public",1961,,,,FALSE,FALSE
,"untitled","wood, paint","first floor, in College of Public Health near room 112",,"Public",,,,,FALSE,FALSE
,"Trees","metal relief","third floor, room 313 (locked conference room)",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"Vet Med Fence","steel, copper collars","outside Magruder Hall",,,,,,,TRUE,FALSE
,"Copper Kettle","etching","first floor, Joyce Goudy Powell Leadership Center, lobby",,"Public",,,,,FALSE,FALSE
,"Collection Box","Etching","first floor, Joyce Goudy Powell Leadership Center, lobby",,"Public",,,,,FALSE,FALSE
,"The Hoods (A Fairy Tale)","oil on canvas","second floor, by administration offices","From plaque that accompanies the piece: ""b. 1951 Richland, Washington. Melinda Thorsnes is known for her highly saturated figurative oils and intriguing narrative sub-plots. The works are characterized by intense, broad strokes of color and personal depictions of American family life. Much of her content is reconstructed from family photo albums and events so far past that memory is induced to fill in the gaps.""","Public",,"29 1/2"" x 73 1/2""",,,TRUE,FALSE
28,"Good Ol' Boys","oil painting","second floor, near east staircase",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
29,"Simply Ravenous","oil painting","second floor, near east staircase",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
44,"Palomino Lake","silver printed photography","second floor, in gallery near rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
45,"Basalt Clastics","silver printed photography","second floor, in gallery near rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
46,"Pothole Erosion","silver printed photography","second floor, in gallery near rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
47,"Contraction Fracture","silver printed photography","second floor, in gallery near rotunda",,"Public",,,"part of They Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Faithfulness","etching","second floor, Dean's Office suite (room 207)","Recipient of College of Liberal Arts Dean's Purchase Award 2007","Please ask at the desk to view this piece.",2007,,"College of Liberal Arts Dean's Purchase Award",,FALSE,FALSE
,"Mushrooms","pastel","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Wildflowers","pastel","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Forest Scene","acrylic","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"Oregon Mist","lithograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Muddy Creek","lithograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Winter","lithograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"untitled",,"first floor throughout","These sculptures, placed high near the ceiling throughout, use varied colors to carry the eye through the building's first floor.","Public",,,,,TRUE,FALSE
,"Ironman","sculpture","second floor, board room","From plaque that accompanies the piece: ""Donated by Bill Tomsheck, last living member of the OSU 1933 ironmen football team. In memory of my teammates.""","Public",,,,,FALSE,FALSE
,"untitled","mural","first floor, near entrance by Milam","From plaque that accompanies the mural: ""Powered by sustainability ~Nate Marcel""","Public",,,,,FALSE,FALSE
,"untitled","animal hide","first floor, main lobby","This piece was donated from Confederated Tribes of Umatilla and signed by 2006 graduates.","Public",,,,,FALSE,FALSE
,"James H. Collins","photographs","first floor, main office","From plaque that accompanies the piece: ""James H. Collins was part of the Siletz Tribe. He is believed to be the first Native American graduate from the Oregon Agricultural College in 1888. Upon graduation, he became the principle of Bay City, Oregon.""","Public",,,,,TRUE,FALSE
,"A.C. Green Shoots Over USC Players","photograph","first floor, in office complex","From plaque that accompanies the piece: ""A.C. Green was one of OSU's greatest basketball players. After graduating from Portland's Benson High School, he played for OSU for four seasons (1981-82 to 1984-85) and led the Beaver to three NCAA tournaments, one NIT appearance, and No. 4 national ranking in 1982. He was the Pac-10 player of the Year in 1984 and and All-American in 1984 and 1985. Green went on to a long and successful career in the National Basketball Association, including two NBA titles with the Los Angeles Lakers. He holds the NBA record for consecutive games played at 1,192. Green is currently a businessman, speaker, author, youth mentor, and strong supporter of Oregon State University. He joined the OSU Foundation Board of Trustees in 2004.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Arial View of Weatherford Hall","photograph","first floor, in office complex","From plaque that accompanies the piece: ""This grand residence hall was built in just six months in 1928. It was designed by prominent Portland architect John V. Bennes, who designed more than 30 new buildings for OSU between 1907 and 1941. This was to be the first of four similar structures outlining a quad, as first envisioned by John Olmsted and and included in A. D. Taylor's 1926 updated campus plan. Originally the center tower section was called weatherford hall and teh other wings were Cauthorn, Poling, Buxton, and Hawley Halls. The building is named for James K. Weatherford, and early alumnus and long-time member of the Board of Regents (1885-1929).After lying vacant for nearly ten years, Weatherford Hall was restored and updated in 2003-2004 with gifts from many donors, including Joan and Ken Austin. Today Weatherford is the home of the College of Business's Austin Entrepeneurship Program - a college within a college concept that includes rooms for student and faculty residents, classrooms, labs, meeting facilities, and a coffee shop.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Benny the Beaver and the Rally Squad","photograph","first floor, in office complex","From plaque that accompanies the piece: ""According to the Barometer, Benny the Beaver made his live debut on September 1952. Pictured here is Ken Austin, purportedly the first student to don the Benny the Beaver costume. This has been disputed by at least one alumnus, who claims that an airplane pilot dressed as Benny swooped over Bell Field years earlier. Benny the Beaver is one of many traditions associated with OSU. Others have included rook lids (which first appeared in 1906), enormous bonfires, spring pageants, and the rook/sophmore tug-of-war.Ken Austin is a 1953 graduate of Oregon State. He and his wife, Joan, founders of a dental equipment manufacturing company A-dec, Inc., have supported the Austin Family Business Program and the Austin Entrepreneurship Program in the College of Business, the renovation of Weatherford Hall to house the entrepreneurship program, the construction of the LaSells Stewart Center, the renovation and expansion of the Valley Library, and many other projects.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Benton Hall","photograph","first floor, in office complex","From plaque that accompanies the piece: ""What is now known as Benton Hall was the first building constructed on the original College Farm (1887-88), and has been the centerpiece of the OSU campus ever since. Originally called the College Building, it was erected by the citizens of Benton County, who formed a building association to raise the $25,000 necessary for its construction - one of the earliest fundraising efforts at OSu. On July 2, 1888, the College Board of Regents took possession of the building, and it was first used in 1889. According to the 1894-95 catalog, it contained recitation rooms, a chapel, a museum, and a library. In 1899, the building received its first major facelift: the brick exterior was cemented over and the east side steps were removed.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Campus Gates","photograph","first floor, in office complex","From plaque that accompanies the piece: ""John C. Olmsted's 1909 campus plan recommended maintaining the Lower Campus area as a great ""Front Park,"" extending from the college's Ninth Street entrance to its easternmost buildings. The plan for developing Lower Campus as envisioned by Olmsted was begun in the late 1920s by the college's Art and Architecture Department. Around 1920 OSC Presdient WIlliam Jasper Kerr had the colleges's architect, John V. Vennes develop designs for a grand east entrance. W. A. Jensen, the colleges's executive secretary, is credited with conceiving the idea of the gates.In the 1930s, Oregon State College obtained a Federal Works Progress Administration (W.P.A.) grant for designing and building a wrought iron gate for the eastern entrance to campus at Ninth and Madison Streets. The gates were designed by landscape architect F.A. Cuthbert of Eugene and made by Portland artist O. B. Dawson in 1937. They were erected in 1941 after additional funds were raised to complete the installation. The total cost of the project was $15,000. The gates, minus the main gate pieces, were moved to their current location at 11th Street and Madison Avenue in the early 1950s. This view shows Education Hall as seen through one of the Campus Gates' pedestrian entrances.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Civil War Football Game","photograph","first floor, in office complex","From plaque that accompanies the piece: ""In this postcard photograph, fans snake around each other on the field in an activity called the ""Serpentine,"" a popular halftime event during the games against the University of Oregon. The football rivalry between OSU and the University of Oregon is one of the longest in the country, wrought with tradition and epic battles on the gridiron. The two schools first played on November 3, 1894, in Corvallis - a 16-0 OAC victory. Other notable Civil War games include 1998, a 44-41 OSU victory in double overtime; 2000, with both teams ranked in the top ten nationally, a 23-13 Beaver victory; 1941, a 12-7 OSC victory that landed the team in its first Rose Bowl; and 1983, a 0-0 tie dubbed the ""Toilet Bowl"" because of both teams' futility.The term ""Civil War"" used to describe the Oregon State-Oregon football game was first used in newspapers in the 1920s. Its use was widespread by the late 1930s.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"College World Series","photograph","first floor, in office complex","From plaque that accompanies the piece: ""The 2006 Beaver baseball team made OSU and NCAA sports history, winning a school record of 50 games and bringing home OSU's second ever NCAA championship. At the College WOrld Series in Omaha, the Beavers wone Six straight elimination games, defeating North Carolina 3-2 in the final.History repeated itself in 2007 when the Beavers again defeated North Carolina, 9-3, to become the first team in a decade to win back-to-back College World Series championships. While drastically different from 2006, this run was no less dramatic. The team had returned only two everyday starters and one starting pitcher from the previous season. Yet as the Oregonian put it, ""The team that staggered into the playoffs after trying for sixth place in the Pacific-10 Conference steamrolled their final World Series games by six or more runs.""Head Coach Pat Casey was named National Coach of the Year by Collegiate Baseball newspaper for the second consecutive year.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Corvallis College Building and the First Cadet Corps","photograph","first floor, in office complex","From plaque that accompanies the piece: ""The original Corvallis College building was constructed in 1858-1859 and was located on the west side of Fifth Street between Madison Avenue and Monroe Street. The building, expanded in 1874, served the college until 1889, when it moved to its current site in what is now Bento Hall. The building reverted to the Methodist Episcopal Church and was demolished in 1899. The current Corvallis City Hall is located on part of the site of the original Corvallis College building.The cadet corps was established in 1872 with the implementation of instruction in military science and tactics, a requirement of the college's 1868 land grant designation. IN 1873 Captain Benjamin D. Boswell was appointed the college's first Professor of Military Science and Tactics, the first U.S. Army officer on active duty to hold such a position in any land grant college in the West. Oregon State's strong military training programs earned it the nickname ""West Point of the West"" in the first half of the 20th century.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Dairy Short Course","photograph","first floor, in office complex","From plaque that accompanies the piece: ""As part of its land grant mission, Oregon State University long has offered a variety of agricultural training courses for famrers and ranchers. The first of these were Farmers Institutes, begun in 1888 at several locations throughout the state. A Farmers' Short Course was first held in early 1894 - the first of its kind in the western United States. During the 1908-09 academic year, the college offered a two-week and 10-week dairy short course. By 1911, these activities were formalized into the college's Extension Division, the precursor of today's Extension Service.In this photograph, James Withycombe (seated center), director of the Agricultural Experiment Station and later governor of Oregon, is joined by faculty members Emil Pernot (seated to Withycombe's right) of the Bacteriology Department and Fred L. Kent (seated to Withycombe's left) of the Dariy Husbandry department and the students who participated in the short course. The photograph was taken in front of Agricutlure Hall (now Education Hall) and was used in the March 1909 issue of the Oregon Countryman, a popular agrcultural magazine of the time published by Oregon Agricultural College.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Dedication of the Memorial Union","photograph","first floor, in office complex","From plaque that accompanies the piece: ""The idea for a student union buidling to memorialize the OAC students and faculty who fought in the Spanish American War and the Great War (World War I) began about 19191. In 1921 the college's students imposed a $3 a term building fee dedicated to a student memorial union building. An association was organized in 1924 to raise the builk of the $750,000 needed to for the buildings construction. The association's initial subscription raised nearly $100,00 from students and faculty. The campaign subsequently raised a total of nearly $685,000 in subscriptions and contributions from students, alumni, faculty, and friends.The design for the building was done by architect Lee Tomas, a 1907 graduate of oregon State, the building's site was dedicated in March 1926, cosntructionb egan in May 1927, and the building opened for use in November 1928. The dedication on June 1, 1929, drew a large crowd from around the state. The Memorial Union is considered one of the finest examples of neo-classical architecture in Oregon.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Household Economy Food Preparation Class","photograph","first floor, in office complex","From plaque that accompanies the piece: ""Home economics courses have been a part of Oregon State University's land grant mission since 1989, when Margaret Comstock Snelll was appointed the first professor of Household Economy and Hygiene. Oregon Agricultural COllege was only the fourth school in the United States (and first in the West) to establish such a department. This photograph appeared in the 1892-93 college catalog, which stated:The proper preparation of food is useful in two respects: first, it leads to health, and secondly to economy. The best manner of preparing food for the table, as well as the best methods of serving it, are taught in this department, nor are these small matters.Today, courses in nutrition and food management are part of the curriculum in the College of Health and Human Sciences.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Linus Pauling Receives an Honorary Degree from Oregon State College","photograph","first floor, in office complex","From plaque that accompanies the piece: ""Renowned chemist Linus Pauling was a 1922 graduate of Oregon Agricultural College. He later oserved on the faculty of California Technical University and Stanford. Pauling won the Nobel Prize for Chemistry in 1954 and the 1962 Nobel Peace Prize -- the only person to have won two unshared Nobel Prizes. In 1973 Puling established the Linus Puling Institute of Science and Medicine; in 1996 it was reorganized at OSU. Today the Linus Puling Institute specializes in research pertaining to the ""function and role of micronutrients (vitamins, minerals, and others) in promoting optimum health and preventing and treating disease"" (LPI mission statement). In 1986 Linus Pauling donated his personal papers to OSU; this rich archive is housed in the Special Collections department of the Valley Library and attracts scholars from around the world.William Jasper Kerr, OSC president from 1907 to 1932, is shown second from the right in the photograph. During his tenure as president, Kerr transformed Oregon State's teaching curriculum, research, and campus infrastructure to make it one of the leading land grant institution in the United States. In 1909 Kerr hired John Olmsted of the Olmsted Brothers and son of Frederick Law Olmsted, to devleop a campus plan. That plan today still forms the foundation for much of OSU's campus. Kerr served as the first chancellor of the Oregon State Sustem of Higher Education (now the Oregon University System) from 1932 to 1935.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Memorial Union","photograph","first floor, in office complex","From plaque that accompanies the piece: ""Financial contributions from students launched the construction of the Memorial Union, and many faculty, staff, and alumni joined the effort, raising more than $680,000. Completed in 1928, this building in the heart of campus regularly hosts cultural and civic events, with spaces for large group gatherings and quiet corners for study.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Oregon State College Football Team in the ""Transplanted"" 1942 Rose Bowl","photograph","first floor, in office complex","From plaque that accompanies the piece: ""A 12-7 victory over the University of Oregon clinched the Pacific Coast Conference title for Oregon State and its first trip to the Rose Bowl in Pasadena, Calfiornia. Undefeated Duke University was invited to be the Beaver opponent in the game to be played on January I, 1942. With the bombing of Pearl Harbor on December 7, 1941, doubts were cast on whether the Rose Bowl would be played because of a West coast ban on large gatherings. Arrangements were made to play the game in Duke's stadium in Durham, North Carolina -- thus the ""transplanted"" Rose Bowl and the only time the venerable game has been played outside of Pasadena. The game, played before a crowd of 56,000, was an esciting 20-16 victory dominated by the underdog Beavers. In this photograph Coach Lon Stiner (center, in hat) is surrounded by several of his players.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Russian Language Class","photograph","first floor, in office complex","From plaque that accompanies the piece: ""Dean of Science Francois Gilfillan introduced Russian language study to Oregon State College's foreign languages curriculum in the early 1940s and taught it as part of the Army Specialized Training Program (ASTP) curriculum during the World War II. Other languages taught in the ASTP program included Chinese, Portuguese, Spanish, French, and German. Today OSU's Department of Foreign Languages and Literatures offers language instruction in French, German, Spanish, Russian, Japanese, Chinese, Arabic, and Italian.Francois Gillfillan was a 1918 graduate of Oregon Agricultural College and later received two pharmacy degrees from OSC. He served as Dean of Science from 1939 to 1964 and as acting president of Oregon State in 1941 and 1942. Many of Gilfillan's coleagues considered him a ""Renaissance man"" and the ""closest to a true classical scholar of anyone at Oregon State."" He collected British silver and rare books on science (particularly incunabula, or books printed before 1501), spoke several languages (including German, Russian, French, Italian, and Chinook), developed a Japanese garden, climbed the tallest peaks in the Cascacades, brewed liquors, and made pashka (Russian Easter pudding) and Scottish short bread. He donated much of his rare book collection ot the OSU Library, including several incunabula, and was a strong monetary supporter of the library.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Spring Campus","photograph","first floor, in office complex","From plaque that accompanies the piece: ""More and more students are choosing to come to Oregon State University. The fall 2006 enrollment set a record at 19362. In the spring of 2007, OSU graduated more than 4,300 men and women: the largest class in its 138-year history.Increasing numbers of Oregon's top scholars are also enrolling at OSU. In 2006 the mean high school GPA of incoming OSU first-year students was 3.48: the highest of any Oregon University System school. Scholarships funded by private donors make it possible for many of these talented young people ot pursue their dreams at OSU. Each year our students receive more than $130 million in financial aid and scholarships.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Trysting Tree","photograph","first floor, in office complex","From plaque that accompanies the piece: ""A long-standing tradition at Oregon State University, the Tryisting Tree was a Candadian poplar that provided a secret spot for young lovers to meet. It was located jsut north of Education Hall and was one of the earliest trees planted on the Colelge Farm. The tree was honored in the words to OSU's Alma Mater, ""Carry Me Back,"" written in 1917 by W. Homer Maris -- ""I love to wander on the pathway down to the Trysting Tree....""Despite its iconic stature on campus, the Trysting Tree had to be cut down in September 1986 because of significant decay in its trunk and branches. Cuttings had been previously taken, and Trysting Tree II was started in 1982. Today Trysting Tree II graces the Lower Campus lawn close to the spot where its proud parent once stood. OSU's Trysting Tree Golf Course, named in memory of the tree, was created in 1988 with gifts from many donors.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Valley Library","photograph","first floor, in office complex","From plaque that accompanies the piece: ""Dedicated in May 1999, The Valley Library won the Library of the Year Award - the first academic library to be so honored by Library Journal.This $47 million expansion and renovation project was financed through a variety of public and private gifts, including $10 million from the Wayne and Gladys Valley Foundation, support fromt he state of Oregon, and more than 9,000 gifts from OSU alumni, students, and staff. The library houses OSU's Distance and Continuing Education program and the Linus Pauling Collection, on of the most complete collections of an individual scientist anywhere in the world.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Women's Dormitory Room in Waldo Hall","photograph","first floor, in office complex","From plaque that accompanies the piece: ""Waldo Hall, constructed in 1906-07, was the third residence hall built by Oregon State. It was designed by architect Charles. H. Burggraff of Albany, who also designed Education Hall. When it opened in the fall of 1908. Waldo hall contained 113 rooms and could accomodate up to 300 women. It also included labs and classrooms for Domestic Science. Single faculty women were allowed to live in Waldo hall until 1912.The Building was named for Dr. Clara Humason Waldo, a regent of the college from 1905 to 1919. It was used as a residence hall until 1963, when it was converted to classroom and office space. Pictured form left to right are Faye Roadruck '68, Jessie Davidson '09, and Gertrud Davidson '68. This photograph appeared in the 1968-69 college catalog.","Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"WPA Wood Panels","unknown","first floor, main entrance",,"Public",,,,,FALSE,FALSE
,"Preliminary sketches for WPA Panels","unknown","first floor, main entrance",,"Public",,,,,FALSE,FALSE
,"Preliminary sketches for WPA Panels","unknown","building main entrance",,"Public",,,,,FALSE,FALSE
,"untitled","tile mural","entrance by McAlexander","Article on the installation: http://oregonstate.edu/dept/ncs/lifeatosu/2013/glass-art-installation-a-collaborative-effort-at-mu-craft-center/","Public",,,,,FALSE,FALSE
,"Professor Ernest H. Wiegand","portrait","main entrance of building","From plaque that accompanies the piece: ""Professor Ernest H. Wiegand. Department of Food Technology. Founder and Head. 1919-1952.""","Public",,,,,FALSE,FALSE
,"Portrait of W.D. Wilkinson","painting","second floor, main lobby","From plaque that accompanies the piece: ""W.D. Wilkinson joined the OSU Department of Geology at its inception in 1932 where he taught mineralogy and served as chairman from 1960 until 1968. He initiatied and sustained the OSU Geology Summer Camp Program for 25 years; his vision and his effors led to the construction of this building. 'Doc' Wilkinson was not a passive individual. He became a forceful presence in the lives of his students, confronting them with a rough exterior or an understanding heart, as the occasion demanded. His professional specialty was in guiding 'unpromising' and discouraged young people toward highly successful careers and rewarding lives. His skill will be long remembered.""","Public",,,,,FALSE,FALSE
,"untitled","wood","outside Native American Longhouse, Eena Haws meditation room","This wooden raven was transferred from the original Native American Longhouse and reinstalled when the new building, Native American Longhouse, Eena Haws, was complete in 2013. ","Public",,,,,FALSE,FALSE
,"Dibble Dell",,"outside, in Library Quad",,,,,,,FALSE,FALSE
,"untitled","mural","second floor, near room 241, through KOAC door","From plaque that accompanies the piece: ""Presented to the Precollege Programs July 21, 2006. A collaborative project by: students of Precollege Programs ""Outside the Box"" and ""Saturday Academy"", Instructor/Artist: Kathy Jederlinich, Precollege Program Committee, OSU College of Engineering/OSU Facilities, Paint donated by ""Habitat for Humanity""","Public",,,,,FALSE,FALSE
,"portrait of Cordley",,"first floor, near entrance by Bates and Hallie Ford","From plaque that accompanies the piece: ""A.B. Cordley, 1864-1936. Entomologist, Plant Pathologist & Zoologist. Dean and director of Agriculture.""","Public",,,,,FALSE,FALSE
,"Bronze Beaver",,"first floor, administration offices",,"Public",,,,,FALSE,FALSE
,"John Vincent Byrne, President, O.S.U., 1984-1996","bust","fourth floor, at entrance to east 4th floor quiet study area",,"Public",,,,,FALSE,FALSE
,"Linus Carl Pauling, B.S. OAC 1922, 1901-1994","bust","fifth floor, at second entrace to SCARC",,"Public",,,,,FALSE,FALSE
,"untitled","metal","sixth floor, near current journals on east end",,"Public",,,,,FALSE,FALSE
,"untitled","sand etchings","second floor, room 276",,"missing",,,,,FALSE,TRUE
,"Sports","silkscreen","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Untitled","textile","first floor, lobby",,"Public",,,,,TRUE,FALSE
,"Untitled","print","first floor, room 119C (wood science)",,"Please ask at front desk to view this piece.",,,,,FALSE,FALSE
,"B. F. Irvine","bronze cast","first floor, room 112, info desk",,"Public",1933,,,,FALSE,FALSE
